,Unnamed: 0,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
149,149,Togo,Sub-Saharan Africa,150,3.49499988555908,0.305444717407227,0.247105568647385,0.38042613863945,0.0956650152802467,0.196896150708199,2017
150,150,Rwanda,Sub-Saharan Africa,151,3.47099995613098,0.368745893239975,0.326424807310104,0.581843852996826,0.455220013856888,0.252756029367447,2017
151,151,Syria,Middle East and North Africa,152,3.46199989318848,0.777153134346008,0.50053334236145,0.0815394446253777,0.151347130537033,0.493663728237152,2017
152,152,Tanzania,Sub-Saharan Africa,153,3.34899997711182,0.511135876178741,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,2017
153,153,Burundi,Sub-Saharan Africa,154,2.90499997138977,0.091622568666935,0.151610791683197,0.0599007532000542,0.0841479450464249,0.204435184597969,2017
154,154,Central African Republic,Sub-Saharan Africa,155,2.69300007820129,0.0,0.0187726859003305,0.270842045545578,0.0565650761127472,0.280876487493515,2017
0,0,Finland,Western Europe,1,7.632,1.305,0.874,0.681,0.393,0.202,2018
1,1,Norway,Western Europe,2,7.594,1.456,0.861,0.686,0.34,0.286,2018
2,2,Denmark,Western Europe,3,7.555,1.351,0.868,0.683,0.408,0.284,2018
3,3,Iceland,Western Europe,4,7.495,1.343,0.914,0.677,0.138,0.353,2018
4,4,Switzerland,Western Europe,5,7.487,1.42,0.927,0.66,0.357,0.256,2018
5,5,Netherlands,Western Europe,6,7.441,1.361,0.878,0.638,0.295,0.333,2018
6,6,Canada,North America and ANZ,7,7.328,1.33,0.896,0.653,0.291,0.321,2018
7,7,New Zealand,North America and ANZ,8,7.324,1.268,0.876,0.669,0.389,0.365,2018
8,8,Sweden,Western Europe,9,7.314,1.355,0.913,0.659,0.383,0.285,2018
9,9,Australia,North America and ANZ,10,7.272,1.34,0.91,0.647,0.302,0.361,2018
10,10,United Kingdom,Western Europe,11,7.19,1.244,0.888,0.464,0.082,0.262,2018
11,11,Austria,Western Europe,12,7.139,1.341,0.891,0.617,0.224,0.242,2018
12,12,Costa Rica,Latin America and Caribbean,13,7.072,1.01,0.817,0.632,0.101,0.143,2018
13,13,Ireland,Western Europe,14,6.977,1.448,0.876,0.614,0.306,0.307,2018
14,14,Germany,Western Europe,15,6.965,1.34,0.861,0.586,0.28,0.273,2018
15,15,Belgium,Western Europe,16,6.927,1.324,0.894,0.583,0.24,0.188,2018
16,16,Luxembourg,Western Europe,17,6.91,1.576,0.896,0.632,0.321,0.196,2018
17,17,United States,North America and ANZ,18,6.886,1.398,0.819,0.547,0.133,0.291,2018
18,18,Israel,Middle East and North Africa,19,6.814,1.301,0.883,0.533,0.272,0.354,2018
19,19,United Arab Emirates,Middle East and North Africa,20,6.774,2.096,0.67,0.284,0.32449,0.186,2018
20,20,Czech Republic,Central and Eastern Europe,21,6.711,1.233,0.854,0.543,0.034,0.064,2018
21,21,Malta,Western Europe,22,6.627,1.27,0.884,0.645,0.142,0.376,2018
22,22,France,Western Europe,23,6.489,1.293,0.908,0.52,0.176,0.098,2018
23,23,Mexico,Latin America and Caribbean,24,6.488,1.038,0.761,0.479,0.095,0.069,2018
24,24,Chile,Latin America and Caribbean,25,6.476,1.131,0.808,0.431,0.061,0.197,2018
25,25,Taiwan,East Asia,26,6.441,1.365,0.857,0.418,0.078,0.151,2018
26,26,Panama,Latin America and Caribbean,27,6.43,1.112,0.759,0.597,0.063,0.125,2018
27,27,Brazil,Latin America and Caribbean,28,6.419,0.986,0.675,0.493,0.088,0.11,2018
28,28,Argentina,Latin America and Caribbean,29,6.388,1.073,0.744,0.57,0.054,0.062,2018
29,29,Guatemala,Latin America and Caribbean,30,6.382,0.781,0.608,0.604,0.071,0.179,2018
30,30,Uruguay,Latin America and Caribbean,31,6.379,1.093,0.771,0.625,0.155,0.13,2018
31,31,Qatar,Middle East and North Africa,32,6.374,1.649,0.748,0.654,0.171,0.256,2018
32,32,Saudi Arabia,Middle East and North Africa,33,6.371,1.379,0.633,0.509,0.127,0.098,2018
33,33,Singapore,Southeast Asia,34,6.343,1.529,1.008,0.631,0.457,0.261,2018
34,34,Malaysia,Southeast Asia,35,6.322,1.161,0.669,0.356,0.059,0.311,2018
35,35,Spain,Western Europe,36,6.31,1.251,0.965,0.449,0.074,0.142,2018
36,36,Colombia,Latin America and Caribbean,37,6.26,0.96,0.635,0.531,0.039,0.099,2018
37,37,Trinidad and Tobago,Latin America and Caribbean,38,6.192,1.223,0.564,0.575,0.019,0.171,2018
38,38,Slovakia,Central and Eastern Europe,39,6.173,1.21,0.776,0.354,0.014,0.118,2018
39,39,El Salvador,Latin America and Caribbean,40,6.167,0.806,0.639,0.461,0.082,0.065,2018
40,40,Nicaragua,Latin America and Caribbean,41,6.141,0.668,0.7,0.527,0.128,0.208,2018
41,41,Poland,Central and Eastern Europe,42,6.123,1.176,0.781,0.546,0.064,0.108,2018
42,42,Bahrain,Middle East and North Africa,43,6.105,1.338,0.698,0.594,0.123,0.243,2018
43,43,Uzbekistan,Commonwealth of Independent States,44,6.096,0.719,0.605,0.724,0.259,0.328,2018
44,44,Kuwait,Middle East and North Africa,45,6.083,1.474,0.675,0.554,0.106,0.167,2018
45,45,Thailand,Southeast Asia,46,6.072,1.016,0.707,0.637,0.029,0.364,2018
46,46,Italy,Western Europe,47,6.0,1.264,0.946,0.281,0.028,0.137,2018
47,47,Ecuador,Latin America and Caribbean,48,5.973,0.889,0.736,0.556,0.12,0.114,2018
48,48,Belize,Latin America and Caribbean,49,5.956,0.807,0.474,0.593,0.089,0.183,2018
49,49,Lithuania,Central and Eastern Europe,50,5.952,1.197,0.716,0.35,0.006,0.026,2018
50,50,Slovenia,Central and Eastern Europe,51,5.948,1.219,0.856,0.633,0.051,0.16,2018
51,51,Romania,Central and Eastern Europe,52,5.945,1.116,0.726,0.528,0.001,0.088,2018
52,52,Latvia,Central and Eastern Europe,53,5.933,1.148,0.671,0.363,0.066,0.092,2018
53,53,Japan,East Asia,54,5.915,1.294,0.988,0.553,0.15,0.079,2018
54,54,Mauritius,Sub-Saharan Africa,55,5.891,1.09,0.684,0.584,0.05,0.245,2018
55,55,Jamaica,Latin America and Caribbean,56,5.89,0.819,0.693,0.575,0.031,0.096,2018
56,56,South Korea,East Asia,57,5.875,1.266,0.955,0.244,0.051,0.175,2018
57,57,North Cyprus,Western Europe,58,5.835,1.229,0.909,0.495,0.154,0.179,2018
58,58,Russia,Commonwealth of Independent States,59,5.81,1.151,0.599,0.399,0.025,0.065,2018
59,59,Kazakhstan,Commonwealth of Independent States,60,5.79,1.143,0.631,0.454,0.121,0.148,2018
60,60,Cyprus,Western Europe,61,5.762,1.229,0.909,0.423,0.035,0.202,2018
61,61,Bolivia,Latin America and Caribbean,62,5.752,0.751,0.508,0.606,0.054,0.141,2018
62,62,Estonia,Central and Eastern Europe,63,5.739,1.2,0.737,0.553,0.174,0.086,2018
63,63,Paraguay,Latin America and Caribbean,64,5.681,0.835,0.615,0.541,0.074,0.162,2018
64,64,Peru,Latin America and Caribbean,65,5.663,0.934,0.674,0.53,0.034,0.092,2018
65,65,Kosovo,Central and Eastern Europe,66,5.662,0.855,0.578,0.448,0.023,0.274,2018
66,66,Moldova,Commonwealth of Independent States,67,5.64,0.657,0.62,0.232,0.0,0.171,2018
67,67,Turkmenistan,Commonwealth of Independent States,68,5.636,1.016,0.517,0.417,0.037,0.199,2018
68,68,Hungary,Central and Eastern Europe,69,5.62,1.171,0.732,0.259,0.022,0.061,2018
69,69,Libya,Middle East and North Africa,70,5.566,0.985,0.553,0.496,0.148,0.116,2018
70,70,Philippines,Southeast Asia,71,5.524,0.775,0.513,0.643,0.105,0.12,2018
71,71,Honduras,Latin America and Caribbean,72,5.504,0.62,0.622,0.459,0.074,0.197,2018
72,72,Belarus,Commonwealth of Independent States,73,5.483,1.039,0.7,0.307,0.154,0.101,2018
73,73,Turkey,Middle East and North Africa,74,5.483,1.148,0.686,0.324,0.109,0.106,2018
74,74,Pakistan,South Asia,75,5.472,0.652,0.424,0.334,0.113,0.216,2018
75,75,Hong Kong S.A.R. of China,East Asia,76,5.43,1.405,1.03,0.524,0.291,0.246,2018
76,76,Portugal,Western Europe,77,5.41,1.188,0.884,0.562,0.017,0.055,2018
77,77,Serbia,Central and Eastern Europe,78,5.398,0.975,0.685,0.288,0.043,0.134,2018
78,78,Greece,Western Europe,79,5.358,1.154,0.879,0.131,0.044,0.0,2018
79,79,Lebanon,Middle East and North Africa,80,5.358,0.965,0.785,0.503,0.136,0.214,2018
80,80,Montenegro,Central and Eastern Europe,81,5.347,1.017,0.729,0.259,0.081,0.111,2018
81,81,Croatia,Central and Eastern Europe,82,5.321,1.115,0.737,0.38,0.039,0.12,2018
82,82,Dominican Republic,Latin America and Caribbean,83,5.302,0.982,0.614,0.578,0.106,0.12,2018
83,83,Algeria,Middle East and North Africa,84,5.295,0.979,0.687,0.077,0.135,0.055,2018
84,84,Morocco,Middle East and North Africa,85,5.254,0.779,0.669,0.46,0.074,0.026,2018
85,85,China,East Asia,86,5.246,0.989,0.799,0.597,0.103,0.029,2018
86,86,Azerbaijan,Commonwealth of Independent States,87,5.201,1.024,0.603,0.43,0.176,0.031,2018
87,87,Tajikistan,Commonwealth of Independent States,88,5.199,0.474,0.598,0.292,0.034,0.187,2018
88,88,North Macedonia,Central and Eastern Europe,89,5.185,0.959,0.691,0.394,0.052,0.173,2018
89,89,Jordan,Middle East and North Africa,90,5.161,0.822,0.645,0.468,0.134,0.13,2018
90,90,Nigeria,Sub-Saharan Africa,91,5.155,0.689,0.048,0.462,0.032,0.201,2018
91,91,Kyrgyzstan,Commonwealth of Independent States,92,5.131,0.53,0.594,0.54,0.035,0.281,2018
92,92,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.915,0.758,0.28,0.0,0.216,2018
93,93,Mongolia,East Asia,94,5.125,0.914,0.575,0.395,0.032,0.253,2018
94,94,Vietnam,Southeast Asia,95,5.103,0.715,0.702,0.618,0.079,0.177,2018
95,95,Indonesia,Southeast Asia,96,5.093,0.899,0.522,0.538,0.018,0.484,2018
96,96,Bhutan,South Asia,97,5.082,0.796,0.527,0.541,0.171,0.364,2018
97,97,Somalia,Sub-Saharan Africa,98,4.982,0.0,0.115,0.674,0.282,0.238,2018
98,98,Cameroon,Sub-Saharan Africa,99,4.975,0.535,0.182,0.454,0.043,0.183,2018
99,99,Bulgaria,Central and Eastern Europe,100,4.933,1.054,0.712,0.359,0.009,0.064,2018
100,100,Nepal,South Asia,101,4.88,0.425,0.539,0.526,0.078,0.302,2018
101,101,Venezuela,Latin America and Caribbean,102,4.806,0.996,0.657,0.133,0.052,0.056,2018
102,102,Gabon,Sub-Saharan Africa,103,4.758,1.036,0.404,0.356,0.052,0.032,2018
103,103,Palestinian Territories,Middle East and North Africa,104,4.743,0.642,0.602,0.266,0.076,0.086,2018
104,104,South Africa,Sub-Saharan Africa,105,4.724,0.94,0.33,0.516,0.056,0.103,2018
105,105,Iran,Middle East and North Africa,106,4.707,1.059,0.691,0.459,0.129,0.282,2018
106,106,Ivory Coast,Sub-Saharan Africa,107,4.671,0.541,0.08,0.467,0.103,0.146,2018
107,107,Ghana,Sub-Saharan Africa,108,4.657,0.592,0.337,0.499,0.029,0.212,2018
108,108,Senegal,Sub-Saharan Africa,109,4.631,0.429,0.433,0.406,0.082,0.138,2018
109,109,Laos,Southeast Asia,110,4.623,0.72,0.441,0.626,0.174,0.23,2018
110,110,Tunisia,Middle East and North Africa,111,4.592,0.9,0.69,0.271,0.063,0.04,2018
111,111,Albania,Central and Eastern Europe,112,4.586,0.916,0.79,0.419,0.032,0.149,2018
112,112,Sierra Leone,Sub-Saharan Africa,113,4.571,0.256,0.0,0.355,0.053,0.238,2018
113,113,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,0.682,0.343,0.514,0.077,0.091,2018
114,114,Bangladesh,South Asia,115,4.5,0.532,0.579,0.58,0.144,0.153,2018
115,115,Sri Lanka,South Asia,116,4.471,0.918,0.672,0.585,0.05,0.307,2018
116,116,Iraq,Middle East and North Africa,117,4.456,1.01,0.536,0.304,0.095,0.148,2018
117,117,Mali,Sub-Saharan Africa,118,4.447,0.37,0.152,0.367,0.056,0.139,2018
118,118,Namibia,Sub-Saharan Africa,119,4.441,0.874,0.365,0.519,0.064,0.051,2018
119,119,Cambodia,Southeast Asia,120,4.433,0.549,0.457,0.696,0.065,0.256,2018
120,120,Burkina Faso,Sub-Saharan Africa,121,4.424,0.314,0.254,0.312,0.128,0.175,2018
121,121,Egypt,Middle East and North Africa,122,4.419,0.885,0.553,0.312,0.107,0.092,2018
122,122,Mozambique,Sub-Saharan Africa,123,4.417,0.198,0.173,0.531,0.158,0.206,2018
123,123,Kenya,Sub-Saharan Africa,124,4.41,0.493,0.454,0.504,0.055,0.352,2018
124,124,Zambia,Sub-Saharan Africa,125,4.377,0.562,0.295,0.503,0.082,0.221,2018
125,125,Mauritania,Sub-Saharan Africa,126,4.356,0.557,0.292,0.129,0.093,0.134,2018
126,126,Ethiopia,Sub-Saharan Africa,127,4.35,0.308,0.391,0.452,0.146,0.22,2018
127,127,Georgia,Commonwealth of Independent States,128,4.34,0.853,0.643,0.375,0.215,0.038,2018
128,128,Armenia,Commonwealth of Independent States,129,4.321,0.816,0.666,0.26,0.028,0.077,2018
129,129,Myanmar,Southeast Asia,130,4.308,0.682,0.429,0.58,0.178,0.598,2018
130,130,Chad,Sub-Saharan Africa,131,4.301,0.358,0.053,0.189,0.06,0.181,2018
131,131,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,0.069,0.204,0.312,0.052,0.197,2018
132,132,India,South Asia,133,4.19,0.721,0.485,0.539,0.093,0.172,2018
133,133,Niger,Sub-Saharan Africa,134,4.166,0.131,0.221,0.39,0.099,0.175,2018
134,134,Uganda,Sub-Saharan Africa,135,4.161,0.322,0.237,0.45,0.061,0.259,2018
135,135,Benin,Sub-Saharan Africa,136,4.141,0.378,0.24,0.44,0.067,0.163,2018
136,136,Sudan,Sub-Saharan Africa,137,4.139,0.605,0.312,0.016,0.082,0.134,2018
137,137,Ukraine,Commonwealth of Independent States,138,4.103,0.793,0.609,0.163,0.011,0.187,2018
138,138,Togo,Sub-Saharan Africa,139,3.999,0.259,0.253,0.434,0.101,0.158,2018
139,139,Guinea,Sub-Saharan Africa,140,3.964,0.344,0.211,0.394,0.094,0.185,2018
140,140,Lesotho,Sub-Saharan Africa,141,3.808,0.472,0.079,0.423,0.112,0.116,2018
141,141,Angola,Sub-Saharan Africa,142,3.795,0.73,0.269,0.0,0.061,0.079,2018
142,142,Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.402,0.221,0.049,0.155,2018
143,143,Zimbabwe,Sub-Saharan Africa,144,3.692,0.357,0.248,0.406,0.099,0.132,2018
144,144,Afghanistan,South Asia,145,3.632,0.332,0.255,0.085,0.036,0.191,2018
145,145,Botswana,Sub-Saharan Africa,146,3.59,1.017,0.417,0.557,0.092,0.042,2018
146,146,Malawi,Sub-Saharan Africa,147,3.587,0.186,0.306,0.531,0.08,0.21,2018
147,147,Haiti,Latin America and Caribbean,148,3.582,0.315,0.289,0.025,0.104,0.392,2018
148,148,Liberia,Sub-Saharan Africa,149,3.495,0.076,0.267,0.419,0.03,0.206,2018
149,149,Syria,Middle East and North Africa,150,3.462,0.689,0.539,0.088,0.144,0.376,2018
150,150,Rwanda,Sub-Saharan Africa,151,3.408,0.332,0.4,0.636,0.444,0.2,2018
151,151,Yemen,Middle East and North Africa,152,3.355,0.442,0.343,0.244,0.064,0.083,2018
152,152,Tanzania,Sub-Saharan Africa,153,3.303,0.455,0.381,0.481,0.097,0.27,2018
153,153,South Sudan,Sub-Saharan Africa,154,3.254,0.337,0.177,0.112,0.106,0.224,2018
154,154,Central African Republic,Sub-Saharan Africa,155,3.083,0.024,0.01,0.305,0.038,0.218,2018
155,155,Burundi,Sub-Saharan Africa,156,2.905,0.091,0.145,0.065,0.076,0.149,2018
0,0,Finland,Western Europe,1,7.769,1.34,0.986,0.596,0.393,0.153,2019
1,1,Denmark,Western Europe,2,7.6,1.383,0.996,0.592,0.41,0.252,2019
2,2,Norway,Western Europe,3,7.554,1.488,1.028,0.603,0.341,0.271,2019
3,3,Iceland,Western Europe,4,7.494,1.38,1.026,0.591,0.118,0.354,2019
4,4,Netherlands,Western Europe,5,7.488,1.396,0.999,0.557,0.298,0.322,2019
5,5,Switzerland,Western Europe,6,7.48,1.452,1.052,0.572,0.343,0.263,2019
6,6,Sweden,Western Europe,7,7.343,1.387,1.009,0.574,0.373,0.267,2019
7,7,New Zealand,North America and ANZ,8,7.307,1.303,1.026,0.585,0.38,0.33,2019
8,8,Canada,North America and ANZ,9,7.278,1.365,1.039,0.584,0.308,0.285,2019
9,9,Austria,Western Europe,10,7.246,1.376,1.016,0.532,0.226,0.244,2019
10,10,Australia,North America and ANZ,11,7.228,1.372,1.036,0.557,0.29,0.332,2019
11,11,Costa Rica,Latin America and Caribbean,12,7.167,1.034,0.963,0.558,0.093,0.144,2019
12,12,Israel,Middle East and North Africa,13,7.139,1.276,1.029,0.371,0.082,0.261,2019
13,13,Luxembourg,Western Europe,14,7.09,1.609,1.012,0.526,0.316,0.194,2019
14,14,United Kingdom,Western Europe,15,7.054,1.333,0.996,0.45,0.278,0.348,2019
15,15,Ireland,Western Europe,16,7.021,1.499,0.999,0.516,0.31,0.298,2019
16,16,Germany,Western Europe,17,6.985,1.373,0.987,0.495,0.265,0.261,2019
17,17,Belgium,Western Europe,18,6.923,1.356,0.986,0.473,0.21,0.16,2019
18,18,United States,North America and ANZ,19,6.892,1.433,0.874,0.454,0.128,0.28,2019
19,19,Czech Republic,Central and Eastern Europe,20,6.852,1.269,0.92,0.457,0.036,0.046,2019
20,20,United Arab Emirates,Middle East and North Africa,21,6.825,1.503,0.825,0.598,0.182,0.262,2019
21,21,Malta,Western Europe,22,6.726,1.3,0.999,0.564,0.151,0.375,2019
22,22,Mexico,Latin America and Caribbean,23,6.595,1.07,0.861,0.433,0.073,0.074,2019
23,23,France,Western Europe,24,6.592,1.324,1.045,0.436,0.183,0.111,2019
24,24,Taiwan,East Asia,25,6.446,1.368,0.914,0.351,0.097,0.242,2019
25,25,Chile,Latin America and Caribbean,26,6.444,1.159,0.92,0.357,0.056,0.187,2019
26,26,Guatemala,Latin America and Caribbean,27,6.436,0.8,0.746,0.535,0.078,0.175,2019
27,27,Saudi Arabia,Middle East and North Africa,28,6.375,1.403,0.795,0.439,0.132,0.08,2019
28,28,Qatar,Middle East and North Africa,29,6.374,1.684,0.871,0.555,0.167,0.22,2019
29,29,Spain,Western Europe,30,6.354,1.286,1.062,0.362,0.079,0.153,2019
30,30,Panama,Latin America and Caribbean,31,6.321,1.149,0.91,0.516,0.054,0.109,2019
31,31,Brazil,Latin America and Caribbean,32,6.3,1.004,0.802,0.39,0.086,0.099,2019
32,32,Uruguay,Latin America and Caribbean,33,6.293,1.124,0.891,0.523,0.15,0.127,2019
33,33,Singapore,Southeast Asia,34,6.262,1.572,1.141,0.556,0.453,0.271,2019
34,34,El Salvador,Latin America and Caribbean,35,6.253,0.794,0.789,0.43,0.074,0.093,2019
35,35,Italy,Western Europe,36,6.223,1.294,1.039,0.231,0.03,0.158,2019
36,36,Bahrain,Middle East and North Africa,37,6.199,1.362,0.871,0.536,0.11,0.255,2019
37,37,Slovakia,Central and Eastern Europe,38,6.198,1.246,0.881,0.334,0.014,0.121,2019
38,38,Trinidad and Tobago,Latin America and Caribbean,39,6.192,1.231,0.713,0.489,0.016,0.185,2019
39,39,Poland,Central and Eastern Europe,40,6.182,1.206,0.884,0.483,0.05,0.117,2019
40,40,Uzbekistan,Commonwealth of Independent States,41,6.174,0.745,0.756,0.631,0.24,0.322,2019
41,41,Lithuania,Central and Eastern Europe,42,6.149,1.238,0.818,0.291,0.042,0.043,2019
42,42,Colombia,Latin America and Caribbean,43,6.125,0.985,0.841,0.47,0.034,0.099,2019
43,43,Slovenia,Central and Eastern Europe,44,6.118,1.258,0.953,0.564,0.057,0.144,2019
44,44,Nicaragua,Latin America and Caribbean,45,6.105,0.694,0.835,0.435,0.127,0.2,2019
45,45,Kosovo,Central and Eastern Europe,46,6.1,0.882,0.758,0.489,0.006,0.262,2019
46,46,Argentina,Latin America and Caribbean,47,6.086,1.092,0.881,0.471,0.05,0.066,2019
47,47,Romania,Central and Eastern Europe,48,6.07,1.162,0.825,0.462,0.005,0.083,2019
48,48,Cyprus,Western Europe,49,6.046,1.263,1.042,0.406,0.041,0.19,2019
49,49,Ecuador,Latin America and Caribbean,50,6.028,0.912,0.868,0.498,0.087,0.126,2019
50,50,Kuwait,Middle East and North Africa,51,6.021,1.5,0.808,0.493,0.097,0.142,2019
51,51,Thailand,Southeast Asia,52,6.008,1.05,0.828,0.557,0.028,0.359,2019
52,52,Latvia,Central and Eastern Europe,53,5.94,1.187,0.812,0.264,0.064,0.075,2019
53,53,South Korea,East Asia,54,5.895,1.301,1.036,0.159,0.056,0.175,2019
54,54,Estonia,Central and Eastern Europe,55,5.893,1.237,0.874,0.495,0.161,0.103,2019
55,55,Jamaica,Latin America and Caribbean,56,5.89,0.831,0.831,0.49,0.028,0.107,2019
56,56,Mauritius,Sub-Saharan Africa,57,5.888,1.12,0.798,0.498,0.06,0.215,2019
57,57,Japan,East Asia,58,5.886,1.327,1.088,0.445,0.14,0.069,2019
58,58,Honduras,Latin America and Caribbean,59,5.86,0.642,0.828,0.507,0.078,0.246,2019
59,59,Kazakhstan,Commonwealth of Independent States,60,5.809,1.173,0.729,0.41,0.096,0.146,2019
60,60,Bolivia,Latin America and Caribbean,61,5.779,0.776,0.706,0.511,0.064,0.137,2019
61,61,Hungary,Central and Eastern Europe,62,5.758,1.201,0.828,0.199,0.02,0.081,2019
62,62,Paraguay,Latin America and Caribbean,63,5.743,0.855,0.777,0.514,0.08,0.184,2019
63,63,North Cyprus,Western Europe,64,5.718,1.263,1.042,0.417,0.162,0.191,2019
64,64,Peru,Latin America and Caribbean,65,5.697,0.96,0.854,0.455,0.027,0.083,2019
65,65,Portugal,Western Europe,66,5.693,1.221,0.999,0.508,0.025,0.047,2019
66,66,Pakistan,South Asia,67,5.653,0.677,0.535,0.313,0.098,0.22,2019
67,67,Russia,Commonwealth of Independent States,68,5.648,1.183,0.726,0.334,0.031,0.082,2019
68,68,Philippines,Southeast Asia,69,5.631,0.807,0.657,0.558,0.107,0.117,2019
69,69,Serbia,Central and Eastern Europe,70,5.603,1.004,0.854,0.282,0.039,0.137,2019
70,70,Moldova,Commonwealth of Independent States,71,5.529,0.685,0.739,0.245,0.0,0.181,2019
71,71,Libya,Middle East and North Africa,72,5.525,1.044,0.673,0.416,0.152,0.133,2019
72,72,Montenegro,Central and Eastern Europe,73,5.523,1.051,0.871,0.197,0.08,0.142,2019
73,73,Tajikistan,Commonwealth of Independent States,74,5.467,0.493,0.718,0.389,0.144,0.23,2019
74,74,Croatia,Central and Eastern Europe,75,5.432,1.155,0.914,0.296,0.022,0.119,2019
75,75,Hong Kong S.A.R. of China,East Asia,76,5.43,1.438,1.122,0.44,0.287,0.258,2019
76,76,Dominican Republic,Latin America and Caribbean,77,5.425,1.015,0.779,0.497,0.101,0.113,2019
77,77,Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.945,0.845,0.212,0.006,0.263,2019
78,78,Turkey,Middle East and North Africa,79,5.373,1.183,0.808,0.195,0.106,0.083,2019
79,79,Malaysia,Southeast Asia,80,5.339,1.221,0.828,0.508,0.024,0.26,2019
80,80,Belarus,Commonwealth of Independent States,81,5.323,1.067,0.789,0.235,0.142,0.094,2019
81,81,Greece,Western Europe,82,5.287,1.181,0.999,0.067,0.034,0.0,2019
82,82,Mongolia,East Asia,83,5.285,0.948,0.667,0.317,0.038,0.235,2019
83,83,North Macedonia,Central and Eastern Europe,84,5.274,0.983,0.838,0.345,0.034,0.185,2019
84,84,Nigeria,Sub-Saharan Africa,85,5.265,0.696,0.245,0.426,0.041,0.215,2019
85,85,Kyrgyzstan,Commonwealth of Independent States,86,5.261,0.551,0.723,0.508,0.023,0.3,2019
86,86,Turkmenistan,Commonwealth of Independent States,87,5.247,1.052,0.657,0.394,0.028,0.244,2019
87,87,Algeria,Middle East and North Africa,88,5.211,1.002,0.785,0.086,0.114,0.073,2019
88,88,Morocco,Middle East and North Africa,89,5.208,0.801,0.782,0.418,0.076,0.036,2019
89,89,Azerbaijan,Commonwealth of Independent States,90,5.208,1.043,0.769,0.351,0.182,0.035,2019
90,90,Lebanon,Middle East and North Africa,91,5.197,0.987,0.815,0.216,0.027,0.166,2019
91,91,Indonesia,Southeast Asia,92,5.192,0.931,0.66,0.491,0.028,0.498,2019
92,92,China,East Asia,93,5.191,1.029,0.893,0.521,0.1,0.058,2019
93,93,Vietnam,Southeast Asia,94,5.175,0.741,0.851,0.543,0.073,0.147,2019
94,94,Bhutan,South Asia,95,5.082,0.813,0.604,0.457,0.167,0.37,2019
95,95,Cameroon,Sub-Saharan Africa,96,5.044,0.549,0.331,0.381,0.037,0.187,2019
96,96,Bulgaria,Central and Eastern Europe,97,5.011,1.092,0.815,0.311,0.004,0.081,2019
97,97,Ghana,Sub-Saharan Africa,98,4.996,0.611,0.486,0.381,0.04,0.245,2019
98,98,Ivory Coast,Sub-Saharan Africa,99,4.944,0.569,0.232,0.352,0.09,0.154,2019
99,99,Nepal,South Asia,100,4.913,0.446,0.677,0.439,0.089,0.285,2019
100,100,Jordan,Middle East and North Africa,101,4.906,0.837,0.815,0.383,0.13,0.11,2019
101,101,Benin,Sub-Saharan Africa,102,4.883,0.393,0.397,0.349,0.082,0.175,2019
102,102,Congo (Brazzaville),Sub-Saharan Africa,103,4.812,0.673,0.508,0.372,0.093,0.105,2019
103,103,Gabon,Sub-Saharan Africa,104,4.799,1.057,0.571,0.295,0.055,0.043,2019
104,104,Laos,Southeast Asia,105,4.796,0.764,0.551,0.547,0.164,0.266,2019
105,105,South Africa,Sub-Saharan Africa,106,4.722,0.96,0.469,0.389,0.055,0.13,2019
106,106,Albania,Central and Eastern Europe,107,4.719,0.947,0.874,0.383,0.027,0.178,2019
107,107,Venezuela,Latin America and Caribbean,108,4.707,0.96,0.805,0.154,0.047,0.064,2019
108,108,Cambodia,Southeast Asia,109,4.7,0.574,0.637,0.609,0.062,0.232,2019
109,109,Palestinian Territories,Middle East and North Africa,110,4.696,0.657,0.672,0.225,0.066,0.103,2019
110,110,Senegal,Sub-Saharan Africa,111,4.681,0.45,0.571,0.292,0.072,0.153,2019
111,111,Somalia,Sub-Saharan Africa,112,4.668,0.0,0.268,0.559,0.27,0.243,2019
112,112,Namibia,Sub-Saharan Africa,113,4.639,0.879,0.477,0.401,0.056,0.07,2019
113,113,Niger,Sub-Saharan Africa,114,4.628,0.138,0.366,0.318,0.102,0.188,2019
114,114,Burkina Faso,Sub-Saharan Africa,115,4.587,0.331,0.38,0.255,0.113,0.177,2019
115,115,Armenia,Commonwealth of Independent States,116,4.559,0.85,0.815,0.283,0.064,0.095,2019
116,116,Iran,Middle East and North Africa,117,4.548,1.1,0.785,0.305,0.125,0.27,2019
117,117,Guinea,Sub-Saharan Africa,118,4.534,0.38,0.375,0.332,0.086,0.207,2019
118,118,Georgia,Commonwealth of Independent States,119,4.519,0.886,0.752,0.346,0.164,0.043,2019
119,119,Gambia,Sub-Saharan Africa,120,4.516,0.308,0.428,0.382,0.167,0.269,2019
120,120,Kenya,Sub-Saharan Africa,121,4.509,0.512,0.581,0.431,0.053,0.372,2019
121,121,Mauritania,Sub-Saharan Africa,122,4.49,0.57,0.489,0.066,0.088,0.106,2019
